Image Path,True Label,Predicted Label,Is Correct,Confidence,Error Message
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\50.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\6.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\7.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\8.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\9.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\0.jpg,A_RH_FanRight,RH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\1.jpg,A_RH_FanRight,RH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\10.jpg,A_RH_FanRight,RH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\11.jpg,A_RH_FanRight,RH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\12.jpg,A_RH_FanRight,RH_FanRight,True,0.9998,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\13.jpg,A_RH_FanRight,RH_FanRight,True,0.9991,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\14.jpg,A_RH_FanRight,RH_FanRight,True,0.9994,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\15.jpg,A_RH_FanRight,RH_FanRight,True,0.9993,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\16.jpg,A_RH_FanRight,RH_FanRight,True,0.9994,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\17.jpg,A_RH_FanRight,RH_FanRight,True,0.9948,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\18.jpg,A_RH_FanRight,RH_FanRight,True,0.9984,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\19.jpg,A_RH_FanRight,RH_FanRight,True,0.9998,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\2.jpg,A_RH_FanRight,RH_FanRight,True,0.9999,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\20.jpg,A_RH_FanRight,RH_FanRight,True,0.9982,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\21.jpg,A_RH_FanRight,RH_FanRight,True,0.9987,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\22.jpg,A_RH_FanRight,,False,,Không detect được hand
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\23.jpg,A_RH_FanRight,,False,,Không detect được hand
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\24.jpg,A_RH_FanRight,RH_FanRight,True,0.9940,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\25.jpg,A_RH_FanRight,,False,,Không detect được hand
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\26.jpg,A_RH_FanRight,,False,,Không detect được hand
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\27.jpg,A_RH_FanRight,RH_FanRight,True,0.9962,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\28.jpg,A_RH_FanRight,,False,,Không detect được hand
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\29.jpg,A_RH_FanRight,RH_FanRight,True,0.9994,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\3.jpg,A_RH_FanRight,RH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\30.jpg,A_RH_FanRight,RH_FanRight,True,0.9935,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\31.jpg,A_RH_FanRight,RH_FanRight,True,0.9931,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\32.jpg,A_RH_FanRight,RH_FanRight,True,0.9978,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\33.jpg,A_RH_FanRight,RH_FanRight,True,0.9941,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\34.jpg,A_RH_FanRight,RH_FanRight,True,0.9964,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\35.jpg,A_RH_FanRight,RH_FanRight,True,0.9965,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\36.jpg,A_RH_FanRight,RH_FanRight,True,0.9940,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\37.jpg,A_RH_FanRight,RH_FanRight,True,0.9965,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\38.jpg,A_RH_FanRight,RH_FanRight,True,0.9971,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\39.jpg,A_RH_FanRight,RH_FanRight,True,0.9978,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\4.jpg,A_RH_FanRight,RH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\40.jpg,A_RH_FanRight,RH_FanRight,True,0.9983,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\41.jpg,A_RH_FanRight,RH_FanRight,True,0.9987,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\42.jpg,A_RH_FanRight,RH_FanRight,True,0.9984,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\43.jpg,A_RH_FanRight,RH_FanRight,True,0.9978,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\44.jpg,A_RH_FanRight,RH_FanRight,True,0.9966,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\45.jpg,A_RH_FanRight,RH_FanRight,True,0.9968,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\46.jpg,A_RH_FanRight,RH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\47.jpg,A_RH_FanRight,RH_FanRight,True,0.9994,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\48.jpg,A_RH_FanRight,RH_FanRight,True,0.9949,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\49.jpg,A_RH_FanRight,RH_FanRight,True,0.9900,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\5.jpg,A_RH_FanRight,RH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\50.jpg,A_RH_FanRight,RH_FanRight,True,0.9806,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\51.jpg,A_RH_FanRight,RH_FanRight,True,0.9909,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\52.jpg,A_RH_FanRight,RH_FanRight,True,0.9821,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\53.jpg,A_RH_FanRight,RH_FanRight,True,0.9928,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\54.jpg,A_RH_FanRight,RH_FanRight,True,0.9989,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\55.jpg,A_RH_FanRight,RH_FanRight,True,0.9982,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\56.jpg,A_RH_FanRight,RH_FanRight,True,0.9971,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\57.jpg,A_RH_FanRight,RH_FanRight,True,0.9997,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\58.jpg,A_RH_FanRight,RH_FanRight,True,0.9993,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\59.jpg,A_RH_FanRight,,False,,Không detect được hand
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\6.jpg,A_RH_FanRight,RH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\60.jpg,A_RH_FanRight,,False,,Không detect được hand
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\7.jpg,A_RH_FanRight,RH_FanRight,True,0.9999,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\8.jpg,A_RH_FanRight,RH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanRight\9.jpg,A_RH_FanRight,RH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\0.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\1.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\10.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\11.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\12.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\13.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\14.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\15.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\16.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\17.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\18.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\19.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\2.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\20.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\21.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\22.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\23.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\24.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\25.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\26.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\27.jpg,S_FanDown,FanDown,True,0.9999,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\28.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\29.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\3.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\30.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\31.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\32.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\33.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\34.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\35.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\36.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\37.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\38.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\39.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\4.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\40.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\41.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\42.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\43.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\44.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\45.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\46.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\47.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\48.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\49.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\5.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\50.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\51.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\52.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\53.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\54.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\55.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\56.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\57.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\58.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\59.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\6.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\60.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\61.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\62.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\63.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\64.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\65.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\66.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\67.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\68.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\69.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\7.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\70.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\8.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanDown\9.jpg,S_FanDown,FanDown,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanOff\0.jpg,S_FanOff,FanOff,True,0.9978,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanOff\1.jpg,S_FanOff,FanOff,True,0.9955,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanOff\10.jpg,S_FanOff,Start,False,0.8657,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanOff\11.jpg,S_FanOff,FanOff,True,0.9590,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanOff\12.jpg,S_FanOff,FanOff,True,0.9998,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanOff\13.jpg,S_FanOff,FanOff,True,0.9998,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanOff\14.jpg,S_FanOff,FanOff,True,0.9994,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanOff\15.jpg,S_FanOff,FanOff,True,0.9992,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanOff\16.jpg,S_FanOff,FanOff,True,0.9994,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanOff\17.jpg,S_FanOff,FanOff,True,0.9995,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanOff\18.jpg,S_FanOff,FanOff,True,0.9996,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanOff\19.jpg,S_FanOff,FanOff,True,0.9997,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanOff\2.jpg,S_FanOff,FanOff,True,0.9980,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanOff\20.jpg,S_FanOff,FanOff,True,0.9996,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanOff\21.jpg,S_FanOff,FanOff,True,0.9994,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanOff\22.jpg,S_FanOff,FanOff,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanOff\23.jpg,S_FanOff,FanOff,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanOff\24.jpg,S_FanOff,FanOff,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanOff\25.jpg,S_FanOff,FanOff,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanOff\26.jpg,S_FanOff,FanOff,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanOff\27.jpg,S_FanOff,FanOff,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanOff\28.jpg,S_FanOff,FanOff,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanOff\29.jpg,S_FanOff,FanOff,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\S_FanOff\3.jpg,S_FanOff,FanOff,True,0.9999,
